reference_id,test_id,test_type,venue_type,file_path,score,normalized_score,threshold,is_anomaly
non_ostruite/corridoi/corridoio_001.jpeg,non_ostruite/corridoi/corridoio_001.jpeg,normal,corridoio,non_ostruite/corridoi/corridoio_001.jpeg,2.660499,-0.578019,3.208611,0
non_ostruite/corridoi/corridoio_001.jpeg,shadow_test/normali_corridoi/corridoio_001_shadow00.jpeg,shadow_normal,corridoio,shadow_test/normali_corridoi/corridoio_001_shadow00.jpeg,3.264092,3.362173,3.208611,1
non_ostruite/corridoi/corridoio_001.jpeg,ostruzioni_reali/images/corridoio_001_ostruita.jpg,obstructed,corridoio,ostruzioni_reali/images/corridoio_001_ostruita.jpg,4.971309,14.506705,3.208611,1
non_ostruite/corridoi/corridoio_002.jpg,non_ostruite/corridoi/corridoio_002.jpg,normal,corridoio,non_ostruite/corridoi/corridoio_002.jpg,2.444528,-0.410693,3.564193,0
non_ostruite/corridoi/corridoio_002.jpg,shadow_test/normali_corridoi/corridoio_002_shadow00.jpg,shadow_normal,corridoio,shadow_test/normali_corridoi/corridoio_002_shadow00.jpg,3.037405,1.395314,3.564193,0
non_ostruite/corridoi/corridoio_002.jpg,ostruzioni_reali/images/corridoio_002_ostruita.jpg,obstructed,corridoio,ostruzioni_reali/images/corridoio_002_ostruita.jpg,4.72192,6.526637,3.564193,1
non_ostruite/corridoi/corridoio_003.jpg,non_ostruite/corridoi/corridoio_003.jpg,normal,corridoio,non_ostruite/corridoi/corridoio_003.jpg,2.570493,-0.182742,3.070687,0
non_ostruite/corridoi/corridoio_003.jpg,shadow_test/normali_corridoi/corridoio_003_shadow00.jpg,shadow_normal,corridoio,shadow_test/normali_corridoi/corridoio_003_shadow00.jpg,2.875942,1.760838,3.070687,0
non_ostruite/corridoi/corridoio_003.jpg,ostruzioni_reali/images/corridoio_003_ostruita.jpg,obstructed,corridoio,ostruzioni_reali/images/corridoio_003_ostruita.jpg,4.814979,14.098972,3.070687,1
non_ostruite/corridoi/corridoio_004.jpg,non_ostruite/corridoi/corridoio_004.jpg,normal,corridoio,non_ostruite/corridoi/corridoio_004.jpg,2.524713,-0.625557,4.175485,0
non_ostruite/corridoi/corridoio_004.jpg,shadow_test/normali_corridoi/corridoio_004_shadow00.jpg,shadow_normal,corridoio,shadow_test/normali_corridoi/corridoio_004_shadow00.jpg,2.890386,0.177563,4.175485,0
non_ostruite/corridoi/corridoio_004.jpg,ostruzioni_reali/images/corridoio_004_ostruita.jpg,obstructed,corridoio,ostruzioni_reali/images/corridoio_004_ostruita.jpg,4.608262,3.950499,4.175485,1
non_ostruite/corridoi/corridoio_005.jpg,non_ostruite/corridoi/corridoio_005.jpg,normal,corridoio,non_ostruite/corridoi/corridoio_005.jpg,2.327281,-0.531109,3.205539,0
non_ostruite/corridoi/corridoio_005.jpg,shadow_test/normali_corridoi/corridoio_005_shadow00.jpg,shadow_normal,corridoio,shadow_test/normali_corridoi/corridoio_005_shadow00.jpg,2.933167,1.904906,3.205539,0
