reference_id,test_id,test_type,venue_type,file_path,score,normalized_score,threshold,is_anomaly
non_ostruite/corridoi/corridoio_001.jpeg,non_ostruite/corridoi/corridoio_001.jpeg,normal,corridoio,non_ostruite/corridoi/corridoio_001.jpeg,2.660499,-0.578019,3.3618,0
non_ostruite/corridoi/corridoio_001.jpeg,shadow_test/normali_corridoi/corridoio_001_shadow00.jpeg,shadow_normal,corridoio,shadow_test/normali_corridoi/corridoio_001_shadow00.jpeg,3.264092,3.362173,3.3618,0
non_ostruite/corridoi/corridoio_001.jpeg,ostruzioni_reali/images/corridoio_001_ostruita.jpg,obstructed,corridoio,ostruzioni_reali/images/corridoio_001_ostruita.jpg,4.971309,14.506705,3.3618,1
non_ostruite/corridoi/corridoio_002.jpg,non_ostruite/corridoi/corridoio_002.jpg,normal,corridoio,non_ostruite/corridoi/corridoio_002.jpg,2.444528,-0.410693,3.892474,0
non_ostruite/corridoi/corridoio_002.jpg,shadow_test/normali_corridoi/corridoio_002_shadow00.jpg,shadow_normal,corridoio,shadow_test/normali_corridoi/corridoio_002_shadow00.jpg,3.037405,1.395314,3.892474,0
non_ostruite/corridoi/corridoio_002.jpg,ostruzioni_reali/images/corridoio_002_ostruita.jpg,obstructed,corridoio,ostruzioni_reali/images/corridoio_002_ostruita.jpg,4.72192,6.526637,3.892474,1
non_ostruite/corridoi/corridoio_003.jpg,non_ostruite/corridoi/corridoio_003.jpg,normal,corridoio,non_ostruite/corridoi/corridoio_003.jpg,2.570493,-0.182742,3.227845,0
non_ostruite/corridoi/corridoio_003.jpg,shadow_test/normali_corridoi/corridoio_003_shadow00.jpg,shadow_normal,corridoio,shadow_test/normali_corridoi/corridoio_003_shadow00.jpg,2.875942,1.760838,3.227845,0
non_ostruite/corridoi/corridoio_003.jpg,ostruzioni_reali/images/corridoio_003_ostruita.jpg,obstructed,corridoio,ostruzioni_reali/images/corridoio_003_ostruita.jpg,4.814979,14.098972,3.227845,1
non_ostruite/corridoi/corridoio_004.jpg,non_ostruite/corridoi/corridoio_004.jpg,normal,corridoio,non_ostruite/corridoi/corridoio_004.jpg,2.524713,-0.625557,4.630801,0
non_ostruite/corridoi/corridoio_004.jpg,shadow_test/normali_corridoi/corridoio_004_shadow00.jpg,shadow_normal,corridoio,shadow_test/normali_corridoi/corridoio_004_shadow00.jpg,2.890386,0.177563,4.630801,0
non_ostruite/corridoi/corridoio_004.jpg,ostruzioni_reali/images/corridoio_004_ostruita.jpg,obstructed,corridoio,ostruzioni_reali/images/corridoio_004_ostruita.jpg,4.608262,3.950499,4.630801,0
non_ostruite/corridoi/corridoio_005.jpg,non_ostruite/corridoi/corridoio_005.jpg,normal,corridoio,non_ostruite/corridoi/corridoio_005.jpg,2.327281,-0.531109,3.454259,0
non_ostruite/corridoi/corridoio_005.jpg,shadow_test/normali_corridoi/corridoio_005_shadow00.jpg,shadow_normal,corridoio,shadow_test/normali_corridoi/corridoio_005_shadow00.jpg,2.933167,1.904906,3.454259,0
non_ostruite/corridoi/corridoio_005.jpg,ostruzioni_reali/images/corridoio_005_ostruita.jpg,obstructed,corridoio,ostruzioni_reali/images/corridoio_005_ostruita.jpg,4.492027,8.172431,3.454259,1
non_ostruite/corridoi/corridoio_006.jpg,non_ostruite/corridoi/corridoio_006.jpg,normal,corridoio,non_ostruite/corridoi/corridoio_006.jpg,2.505269,-0.718087,3.54049,0
non_ostruite/corridoi/corridoio_006.jpg,shadow_test/normali_corridoi/corridoio_006_shadow00.jpg,shadow_normal,corridoio,shadow_test/normali_corridoi/corridoio_006_shadow00.jpg,3.373434,3.238631,3.54049,0
non_ostruite/corridoi/corridoio_006.jpg,ostruzioni_reali/images/corridoio_006_ostruita.jpg,obstructed,corridoio,ostruzioni_reali/images/corridoio_006_ostruita.jpg,4.628973,8.960833,3.54049,1
non_ostruite/corridoi/corridoio_007.jpg,non_ostruite/corridoi/corridoio_007.jpg,normal,corridoio,non_ostruite/corridoi/corridoio_007.jpg,2.617581,-0.354981,4.05774,0
non_ostruite/corridoi/corridoio_007.jpg,shadow_test/normali_corridoi/corridoio_007_shadow00.jpg,shadow_normal,corridoio,shadow_test/normali_corridoi/corridoio_007_shadow00.jpg,2.938813,0.616414,4.05774,0
non_ostruite/corridoi/corridoio_007.jpg,ostruzioni_reali/images/corridoio_007_ostruita.jpg,obstructed,corridoio,ostruzioni_reali/images/corridoio_007_ostruita.jpg,4.659402,5.8194,4.05774,1
non_ostruite/corridoi/corridoio_008.jpg,non_ostruite/corridoi/corridoio_008.jpg,normal,corridoio,non_ostruite/corridoi/corridoio_008.jpg,2.328439,-0.316609,3.419797,0
non_ostruite/corridoi/corridoio_008.jpg,shadow_test/normali_corridoi/corridoio_008_shadow00.jpg,shadow_normal,corridoio,shadow_test/normali_corridoi/corridoio_008_shadow00.jpg,2.973974,2.236653,3.419797,0
non_ostruite/corridoi/corridoio_008.jpg,ostruzioni_reali/images/corridoio_008_ostruita.jpg,obstructed,corridoio,ostruzioni_reali/images/corridoio_008_ostruita.jpg,4.548925,8.465999,3.419797,1
non_ostruite/corridoi/corridoio_009.jpg,non_ostruite/corridoi/corridoio_009.jpg,normal,corridoio,non_ostruite/corridoi/corridoio_009.jpg,2.149832,-0.286338,2.891038,0
non_ostruite/corridoi/corridoio_009.jpg,shadow_test/normali_corridoi/corridoio_009_shadow00.jpg,shadow_normal,corridoio,shadow_test/normali_corridoi/corridoio_009_shadow00.jpg,2.344621,0.840114,2.891038,0
non_ostruite/corridoi/corridoio_009.jpg,ostruzioni_reali/images/corridoio_009_ostruita.jpg,obstructed,corridoio,ostruzioni_reali/images/corridoio_009_ostruita.jpg,4.662813,14.246044,2.891038,1
non_ostruite/corridoi/corridoio_010.jpg,non_ostruite/corridoi/corridoio_010.jpg,normal,corridoio,non_ostruite/corridoi/corridoio_010.jpg,2.554532,-0.598743,4.552968,0
non_ostruite/corridoi/corridoio_010.jpg,shadow_test/normali_corridoi/corridoio_010_shadow00.jpg,shadow_normal,corridoio,shadow_test/normali_corridoi/corridoio_010_shadow00.jpg,2.853782,0.089882,4.552968,0
non_ostruite/corridoi/corridoio_010.jpg,ostruzioni_reali/images/corridoio_010_ostruita.jpg,obstructed,corridoio,ostruzioni_reali/images/corridoio_010_ostruita.jpg,4.427813,3.711996,4.552968,0
non_ostruite/corridoi/corridoio_011.jpg,non_ostruite/corridoi/corridoio_011.jpg,normal,corridoio,non_ostruite/corridoi/corridoio_011.jpg,2.449166,-0.496005,4.036024,0
non_ostruite/corridoi/corridoio_011.jpg,shadow_test/normali_corridoi/corridoio_011_shadow00.jpg,shadow_normal,corridoio,shadow_test/normali_corridoi/corridoio_011_shadow00.jpg,2.8694,0.694633,4.036024,0
non_ostruite/corridoi/corridoio_011.jpg,ostruzioni_reali/images/corridoio_011_ostruita.jpg,obstructed,corridoio,ostruzioni_reali/images/corridoio_011_ostruita.jpg,4.237876,4.571904,4.036024,1
non_ostruite/corridoi/corridoio_012.jpg,non_ostruite/corridoi/corridoio_012.jpg,normal,corridoio,non_ostruite/corridoi/corridoio_012.jpg,2.262801,-0.403702,4.350295,0
non_ostruite/corridoi/corridoio_012.jpg,shadow_test/normali_corridoi/corridoio_012_shadow00.jpg,shadow_normal,corridoio,shadow_test/normali_corridoi/corridoio_012_shadow00.jpg,2.819264,0.770192,4.350295,0
non_ostruite/corridoi/corridoio_012.jpg,ostruzioni_reali/images/corridoio_012_ostruita.jpg,obstructed,corridoio,ostruzioni_reali/images/corridoio_012_ostruita.jpg,4.350646,4.00074,4.350295,1
non_ostruite/corridoi/corridoio_013.jpg,non_ostruite/corridoi/corridoio_013.jpg,normal,corridoio,non_ostruite/corridoi/corridoio_013.jpg,2.393632,-0.346972,4.156472,0
non_ostruite/corridoi/corridoio_013.jpg,shadow_test/normali_corridoi/corridoio_013_shadow00.jpg,shadow_normal,corridoio,shadow_test/normali_corridoi/corridoio_013_shadow00.jpg,3.160558,1.544184,4.156472,0
non_ostruite/corridoi/corridoio_013.jpg,ostruzioni_reali/images/corridoio_013_ostruita.jpg,obstructed,corridoio,ostruzioni_reali/images/corridoio_013_ostruita.jpg,4.832239,5.666367,4.156472,1
non_ostruite/corridoi/corridoio_014.jpg,non_ostruite/corridoi/corridoio_014.jpg,normal,corridoio,non_ostruite/corridoi/corridoio_014.jpg,2.585352,-0.39843,4.181904,0
non_ostruite/corridoi/corridoio_014.jpg,shadow_test/normali_corridoi/corridoio_014_shadow00.jpg,shadow_normal,corridoio,shadow_test/normali_corridoi/corridoio_014_shadow00.jpg,2.59543,-0.370665,4.181904,0
non_ostruite/corridoi/corridoio_014.jpg,ostruzioni_reali/images/corridoio_014_ostruita.jpg,obstructed,corridoio,ostruzioni_reali/images/corridoio_014_ostruita.jpg,5.114588,6.569502,4.181904,1
non_ostruite/corridoi/corridoio_016.jpg,non_ostruite/corridoi/corridoio_016.jpg,normal,corridoio,non_ostruite/corridoi/corridoio_016.jpg,2.436612,-0.226348,3.571158,0
non_ostruite/corridoi/corridoio_016.jpg,shadow_test/normali_corridoi/corridoio_016_shadow00.jpg,shadow_normal,corridoio,shadow_test/normali_corridoi/corridoio_016_shadow00.jpg,2.906741,1.524949,3.571158,0
non_ostruite/corridoi/corridoio_016.jpg,ostruzioni_reali/images/corridoio_016_ostruita.jpg,obstructed,corridoio,ostruzioni_reali/images/corridoio_016_ostruita.jpg,4.849946,8.76367,3.571158,1
