reference_id,test_id,test_type,venue_type,file_path,score,normalized_score,threshold,is_anomaly
non_ostruite/corridoi/corridoio_001.jpeg,non_ostruite/corridoi/corridoio_001.jpeg,normal,corridoio,non_ostruite/corridoi/corridoio_001.jpeg,2.523331,-1.157781,2.637938,0
non_ostruite/corridoi/corridoio_001.jpeg,ostruzioni_reali/images/corridoio_001_ostruita.jpg,obstructed,corridoio,ostruzioni_reali/images/corridoio_001_ostruita.jpg,4.858982,83.576849,2.637938,1
non_ostruite/corridoi/corridoio_002.jpg,non_ostruite/corridoi/corridoio_002.jpg,normal,corridoio,non_ostruite/corridoi/corridoio_002.jpg,2.20885,-1.569484,2.361172,0
non_ostruite/corridoi/corridoio_002.jpg,ostruzioni_reali/images/corridoio_002_ostruita.jpg,obstructed,corridoio,ostruzioni_reali/images/corridoio_002_ostruita.jpg,4.705634,73.331319,2.361172,1
non_ostruite/corridoi/corridoio_003.jpg,non_ostruite/corridoi/corridoio_003.jpg,normal,corridoio,non_ostruite/corridoi/corridoio_003.jpg,2.523704,-0.877216,2.58325,0
non_ostruite/corridoi/corridoio_003.jpg,ostruzioni_reali/images/corridoio_003_ostruita.jpg,obstructed,corridoio,ostruzioni_reali/images/corridoio_003_ostruita.jpg,4.788775,146.607268,2.58325,1
non_ostruite/corridoi/corridoio_004.jpg,non_ostruite/corridoi/corridoio_004.jpg,normal,corridoio,non_ostruite/corridoi/corridoio_004.jpg,2.374558,-0.52833,2.493597,0
non_ostruite/corridoi/corridoio_004.jpg,ostruzioni_reali/images/corridoio_004_ostruita.jpg,obstructed,corridoio,ostruzioni_reali/images/corridoio_004_ostruita.jpg,4.611182,65.765202,2.493597,1
non_ostruite/corridoi/corridoio_005.jpg,non_ostruite/corridoi/corridoio_005.jpg,normal,corridoio,non_ostruite/corridoi/corridoio_005.jpg,2.296622,-0.368623,2.52284,0
non_ostruite/corridoi/corridoio_005.jpg,ostruzioni_reali/images/corridoio_005_ostruita.jpg,obstructed,corridoio,ostruzioni_reali/images/corridoio_005_ostruita.jpg,4.46323,31.894476,2.52284,1
non_ostruite/corridoi/corridoio_006.jpg,non_ostruite/corridoi/corridoio_006.jpg,normal,corridoio,non_ostruite/corridoi/corridoio_006.jpg,2.499488,0.195748,2.619028,0
non_ostruite/corridoi/corridoio_006.jpg,ostruzioni_reali/images/corridoio_006_ostruita.jpg,obstructed,corridoio,ostruzioni_reali/images/corridoio_006_ostruita.jpg,4.613232,49.781739,2.619028,1
non_ostruite/corridoi/corridoio_007.jpg,non_ostruite/corridoi/corridoio_007.jpg,normal,corridoio,non_ostruite/corridoi/corridoio_007.jpg,2.357254,-1.811753,2.570245,0
non_ostruite/corridoi/corridoio_007.jpg,ostruzioni_reali/images/corridoio_007_ostruita.jpg,obstructed,corridoio,ostruzioni_reali/images/corridoio_007_ostruita.jpg,4.678547,50.629507,2.570245,1
non_ostruite/corridoi/corridoio_008.jpg,non_ostruite/corridoi/corridoio_008.jpg,normal,corridoio,non_ostruite/corridoi/corridoio_008.jpg,2.335691,1.148959,2.379153,0
non_ostruite/corridoi/corridoio_008.jpg,ostruzioni_reali/images/corridoio_008_ostruita.jpg,obstructed,corridoio,ostruzioni_reali/images/corridoio_008_ostruita.jpg,4.51598,94.006786,2.379153,1
non_ostruite/corridoi/corridoio_009.jpg,non_ostruite/corridoi/corridoio_009.jpg,normal,corridoio,non_ostruite/corridoi/corridoio_009.jpg,2.064975,-0.532017,2.241323,0
non_ostruite/corridoi/corridoio_009.jpg,ostruzioni_reali/images/corridoio_009_ostruita.jpg,obstructed,corridoio,ostruzioni_reali/images/corridoio_009_ostruita.jpg,4.620593,50.653787,2.241323,1
non_ostruite/corridoi/corridoio_010.jpg,non_ostruite/corridoi/corridoio_010.jpg,normal,corridoio,non_ostruite/corridoi/corridoio_010.jpg,2.402992,-0.619753,2.59502,0
non_ostruite/corridoi/corridoio_010.jpg,ostruzioni_reali/images/corridoio_010_ostruita.jpg,obstructed,corridoio,ostruzioni_reali/images/corridoio_010_ostruita.jpg,4.474298,38.42462,2.59502,1
non_ostruite/corridoi/corridoio_011.jpg,non_ostruite/corridoi/corridoio_011.jpg,normal,corridoio,non_ostruite/corridoi/corridoio_011.jpg,2.266743,-0.91717,2.456474,0
non_ostruite/corridoi/corridoio_011.jpg,ostruzioni_reali/images/corridoio_011_ostruita.jpg,obstructed,corridoio,ostruzioni_reali/images/corridoio_011_ostruita.jpg,4.230319,39.622666,2.456474,1
non_ostruite/corridoi/corridoio_012.jpg,non_ostruite/corridoi/corridoio_012.jpg,normal,corridoio,non_ostruite/corridoi/corridoio_012.jpg,2.159954,-0.556654,2.381491,0
non_ostruite/corridoi/corridoio_012.jpg,ostruzioni_reali/images/corridoio_012_ostruita.jpg,obstructed,corridoio,ostruzioni_reali/images/corridoio_012_ostruita.jpg,4.32426,34.190072,2.381491,1
non_ostruite/corridoi/corridoio_013.jpg,non_ostruite/corridoi/corridoio_013.jpg,normal,corridoio,non_ostruite/corridoi/corridoio_013.jpg,2.294336,0.859523,2.332863,0
non_ostruite/corridoi/corridoio_013.jpg,ostruzioni_reali/images/corridoio_013_ostruita.jpg,obstructed,corridoio,ostruzioni_reali/images/corridoio_013_ostruita.jpg,4.76821,138.300359,2.332863,1
non_ostruite/corridoi/corridoio_014.jpg,non_ostruite/corridoi/corridoio_014.jpg,normal,corridoio,non_ostruite/corridoi/corridoio_014.jpg,2.543859,-1.318374,2.751901,0
non_ostruite/corridoi/corridoio_014.jpg,ostruzioni_reali/images/corridoio_014_ostruita.jpg,obstructed,corridoio,ostruzioni_reali/images/corridoio_014_ostruita.jpg,5.10514,51.846912,2.751901,1
non_ostruite/corridoi/corridoio_016.jpg,non_ostruite/corridoi/corridoio_016.jpg,normal,corridoio,non_ostruite/corridoi/corridoio_016.jpg,2.323907,-0.79268,2.57029,0
non_ostruite/corridoi/corridoio_016.jpg,ostruzioni_reali/images/corridoio_016_ostruita.jpg,obstructed,corridoio,ostruzioni_reali/images/corridoio_016_ostruita.jpg,4.821304,37.650831,2.57029,1
non_ostruite/corridoi/corridoio_017.jpg,non_ostruite/corridoi/corridoio_017.jpg,normal,corridoio,non_ostruite/corridoi/corridoio_017.jpg,2.478552,0.061572,2.663927,0
non_ostruite/corridoi/corridoio_017.jpg,ostruzioni_reali/images/corridoio_017_ostruita.jpg,obstructed,corridoio,ostruzioni_reali/images/corridoio_017_ostruita.jpg,4.789568,36.693975,2.663927,1
non_ostruite/corridoi/corridoio_018.jpg,non_ostruite/corridoi/corridoio_018.jpg,normal,corridoio,non_ostruite/corridoi/corridoio_018.jpg,2.264792,-1.059755,2.38144,0
