reference_id,test_id,test_type,venue_type,file_path,score,normalized_score,threshold,is_anomaly,mu,sigma,gated
non_ostruite/corridoi/corridoio_001.jpeg,non_ostruite/corridoi/corridoio_001.jpeg,normal,corridoio,non_ostruite/corridoi/corridoio_001.jpeg,2.747603,-0.641096,3.547605,0,2.858111,0.183239,0
non_ostruite/corridoi/corridoio_001.jpeg,shadow_test/normali_corridoi/corridoio_001_shadow00.jpeg,shadow_normal,corridoio,shadow_test/normali_corridoi/corridoio_001_shadow00.jpeg,3.390797,3.090301,3.547605,0,2.858111,0.183239,0
non_ostruite/corridoi/corridoio_001.jpeg,light_test/normali_corridoi/corridoio_001_light00.jpeg,light_normal,corridoio,light_test/normali_corridoi/corridoio_001_light00.jpeg,3.377627,3.013897,3.547605,0,2.858111,0.183239,0
non_ostruite/corridoi/corridoio_001.jpeg,ostruzioni_reali/images/corridoio_001_ostruita.jpg,obstructed,corridoio,ostruzioni_reali/images/corridoio_001_ostruita.jpg,4.970759,12.256222,3.547605,1,2.858111,0.183239,0
non_ostruite/corridoi/corridoio_002.jpg,non_ostruite/corridoi/corridoio_002.jpg,normal,corridoio,non_ostruite/corridoi/corridoio_002.jpg,2.484252,-0.846975,3.319742,0,2.630248,0.268501,0
non_ostruite/corridoi/corridoio_002.jpg,shadow_test/normali_corridoi/corridoio_002_shadow00.jpg,shadow_normal,corridoio,shadow_test/normali_corridoi/corridoio_002_shadow00.jpg,2.888542,1.498455,3.319742,0,2.630248,0.268501,0
non_ostruite/corridoi/corridoio_002.jpg,light_test/normali_corridoi/corridoio_002_light00.jpg,light_normal,corridoio,light_test/normali_corridoi/corridoio_002_light00.jpg,3.348263,4.16546,3.319742,1,2.630248,0.268501,0
non_ostruite/corridoi/corridoio_002.jpg,ostruzioni_reali/images/corridoio_002_ostruita.jpg,obstructed,corridoio,ostruzioni_reali/images/corridoio_002_ostruita.jpg,4.746188,12.27532,3.319742,1,2.630248,0.268501,0
non_ostruite/corridoi/corridoio_003.jpg,non_ostruite/corridoi/corridoio_003.jpg,normal,corridoio,non_ostruite/corridoi/corridoio_003.jpg,2.496821,-0.731104,3.312338,0,2.622844,0.271817,0
non_ostruite/corridoi/corridoio_003.jpg,shadow_test/normali_corridoi/corridoio_003_shadow00.jpg,shadow_normal,corridoio,shadow_test/normali_corridoi/corridoio_003_shadow00.jpg,2.810313,1.087574,3.312338,0,2.622844,0.271817,0
non_ostruite/corridoi/corridoio_003.jpg,light_test/normali_corridoi/corridoio_003_light00.jpg,light_normal,corridoio,light_test/normali_corridoi/corridoio_003_light00.jpg,2.506883,-0.672731,3.312338,0,2.622844,0.271817,0
non_ostruite/corridoi/corridoio_003.jpg,ostruzioni_reali/images/corridoio_003_ostruita.jpg,obstructed,corridoio,ostruzioni_reali/images/corridoio_003_ostruita.jpg,4.766423,12.435664,3.312338,1,2.622844,0.271817,0
non_ostruite/corridoi/corridoio_004.jpg,non_ostruite/corridoi/corridoio_004.jpg,normal,corridoio,non_ostruite/corridoi/corridoio_004.jpg,2.728279,-0.960588,3.583353,0,2.893859,0.263806,0
non_ostruite/corridoi/corridoio_004.jpg,shadow_test/normali_corridoi/corridoio_004_shadow00.jpg,shadow_normal,corridoio,shadow_test/normali_corridoi/corridoio_004_shadow00.jpg,2.934883,0.237995,3.583353,0,2.893859,0.263806,0
non_ostruite/corridoi/corridoio_004.jpg,light_test/normali_corridoi/corridoio_004_light00.jpg,light_normal,corridoio,light_test/normali_corridoi/corridoio_004_light00.jpg,3.17445,1.627808,3.583353,0,2.893859,0.263806,0
non_ostruite/corridoi/corridoio_004.jpg,ostruzioni_reali/images/corridoio_004_ostruita.jpg,obstructed,corridoio,ostruzioni_reali/images/corridoio_004_ostruita.jpg,4.618296,10.004072,3.583353,1,2.893859,0.263806,0
